author,link,category,publication,tokens,words,types,links,uppercase,verbs,subjuntiveimperative,nouns,adjectives,adverbs,modalverbs,personalpronouns,pluralpersonalpronouns,pronouns,pausality,characters,sentencelength,wordlength,speelingerrors,emotiveness,diversity,fake_or_true
"Por Guilherme Mazui e Laís Lis, G1, Brasília",https://g1.globo.com/politica/noticia/temer-diz-que-recebeu-de-publicitario-orientacao-para-sempre-falar-de-previdencia.ghtml,politica,31/01/2018 16h24,874,740,363,0,4,127,12,200,30,43,14,2,2,62,3.82857,3715,21.1429,5.02027,0.0,0.223242,0.490541,1
None,https://www.diariodobrasil.org/filho-de-fatima-e-willian-passa-bem-apos-acidente-estado-de-saude-do-amigo-de-vinicius-que-estava-no-carro-e-mais-grave/,tv_celebridades,03/01/2017,186,159,103,0,4,20,0,44,6,13,2,0,0,6,2.7,691,15.9,4.34591,0.0,0.296875,0.647799,0
Por G1,https://g1.globo.com/pop-arte/cinema/noticia/boneco-de-neve-pais-em-dose-dupla-2-e-dona-flor-e-seus-dois-maridos-estreiam-nos-cinemas-g1-comenta-em-video.ghtml,tv_celebridades,23/11/2017 08h48,1420,1177,629,None,1,147,4,345,71,53,13,0,0,87,5.65116,5673,27.3721,4.81988,0.00254885,0.252033,0.53441,1
None,https://www.diariodobrasil.org/filho-de-willian-bonner-se-envolve-em-acidente-com-caminhao-e-onibus/,sociedade_cotidiano,03/01/2017,193,168,98,2,2,21,1,48,3,12,2,0,0,8,2.5,739,16.8,4.39881,0.0,0.217391,0.583333,0
Por G1,https://g1.globo.com/mundo/noticia/cuba-presta-homenagem-a-che-guevara-nos-50-anos-de-sua-morte-e-alerta-contra-planos-colonizadores-dos-eua.ghtml,sociedade_cotidiano,08/10/2017 17h20,695,612,316,None,5,69,0,191,53,18,6,0,1,34,3.77273,3110,27.8182,5.0817,0.00163399,0.273077,0.51634,1
None,https://www.diariodobrasil.org/motorista-faz-18-manobras-para-estacionar-um-renault-clio-numa-vaga-que-caberia-um-onibus-video-viralizou/,sociedade_cotidiano,02/01/2017,111,100,72,0,1,17,0,30,3,5,0,0,0,9,1.83333,471,16.6667,4.71,0.01,0.170213,0.72,0
"Por Murillo Velasco, G1 GO",https://g1.globo.com/go/goias/noticia/novas-imagens-mostram-refem-baleado-sendo-socorrido-e-pm-atirando-no-para-brisa-do-carro-roubado-video.ghtml,sociedade_cotidiano,28/11/2017 08h37,816,712,343,0,11,170,6,173,16,39,29,6,0,50,2.66667,3319,18.2564,4.66152,0.0,0.16035,0.481742,1
None,https://www.diariodobrasil.org/ta-serto-em-tempos-de-crise-governo-decide-contratar-agencia-de-publicidade-por-r-208-milhoes/,politica,05/01/2017,151,128,88,0,8,27,1,37,7,4,5,0,0,4,3.28571,615,18.2857,4.80469,0.0,0.171875,0.6875,0
"Por Laís Lis, G1, Brasília",https://g1.globo.com/economia/noticia/anac-abre-processo-que-pode-cassar-concessao-do-aeroporto-de-viracopos.ghtml,politica,27/02/2018 05h00,1276,1119,470,None,4,179,5,313,35,60,29,1,0,52,3.01923,5544,21.5192,4.95442,0.0,0.193089,0.420018,1
None,https://www.diariodobrasil.org/simples-e-objetivo-aquele-que-matar-um-policial-sera-condenado-a-pena-de-morte/,sociedade_cotidiano,03/01/2017,209,182,120,0,0,39,2,45,13,6,10,0,0,19,1.5,880,10.1111,4.83517,0.0,0.22619,0.659341,0
"Mario Vargas Llosa, O Estado de S.Paulo","http://internacional.estadao.com.br/noticias/geral,percepcao-das-drogas,70002176844",sociedade_cotidiano,04 de fevereiro de 2018,1341,1188,588,None,16,181,9,311,81,53,26,1,0,109,3.64286,5990,28.2857,5.04209,0.0,0.272358,0.494949,1
None,https://www.diariodobrasil.org/e-legal-mas-nao-e-moral-governador-se-pronuncia-e-diz-que-usou-helicoptero-para-buscar-o-filho-que-passou-mal/,politica,02/01/2017,273,234,139,1,7,43,0,59,9,24,3,3,0,10,3.0,1040,18.0,4.44444,0.0,0.323529,0.594017,0
"Por Cíntia Paes, G1 MG, Belo Horizonte",https://g1.globo.com/minas-gerais/noticia/video-mostra-pimentel-em-helicoptero-buscando-filho-governador-defende-uso.ghtml,politica,02/01/2017 17h55,347,308,173,0,2,42,1,99,10,11,4,0,0,10,2.6,1496,20.5333,4.85714,0.00324675,0.148936,0.561688,1
None,https://www.diariodobrasil.org/twitter-suspende-conta-de-rapper-americana-xenofoba-ela-chamou-brasileiros-de-favelados-anormais/,tv_celebridades,02/01/2017,169,143,105,0,2,24,1,42,12,8,3,0,0,15,2.16667,762,11.9167,5.32867,0.020979,0.30303,0.734266,0
"Julio Maria / URUAÇU (GO), O Estado de S.Paulo","http://alias.estadao.com.br/noticias/geral,santo-forro,10000004639",tv_celebridades,12 de dezembro de 2015,2095,1814,832,None,0,377,10,468,57,103,58,17,0,160,2.38136,8169,15.3729,4.50331,0.000551268,0.189349,0.458655,1
None,https://www.diariodobrasil.org/ana-paula-do-volei-manda-recado-para-pimentel-bolsa-ressaca/,tv_celebridades,02/01/2017,136,116,85,3,3,13,0,44,7,3,2,0,0,4,2.5,590,14.5,5.08621,0.00862069,0.175439,0.732759,0
"Por G1, Brasília",https://g1.globo.com/mg/minas-gerais/noticia/stj-arquiva-sindicancia-contra-o-governador-de-mg-fernando-pimentel.ghtml,tv_celebridades,23/02/2018 13h51,244,209,123,None,7,24,0,83,2,7,4,0,0,3,2.33333,1104,13.9333,5.2823,0.0,0.0841122,0.588517,1
None,https://www.diariodobrasil.org/a-demencia-senil-de-pha-o-assassino-de-campinas-nao-era-louco-tudo-e-culpa-da-globo-e-da-lava-jato/,tv_celebridades,02/01/2017,241,195,104,0,1,22,0,65,5,10,1,0,0,9,1.91667,793,8.125,4.06667,0.00512821,0.172414,0.533333,0
"Ricardo Brandt, enviado especial a Curitiba, e Fausto Macedo",http://politica.estadao.com.br/blogs/fausto-macedo/saida-de-janot-gera-corrida-por-delacoes/,tv_celebridades,16 de julho de 2017,951,812,414,0,9,106,4,266,28,25,12,0,0,30,4.34375,4026,25.375,4.95813,0.0,0.142473,0.509852,1
None,https://www.diariodobrasil.org/seguindo-orientacao-do-stf-estado-do-amazonas-pagara-indenizacao-para-familias-de-presos-mortos-em-massacre/,politica,03/01/2017,181,159,118,0,3,29,1,47,5,6,7,0,0,3,2.0,827,14.4545,5.20126,0.0,0.144737,0.742138,0
"Por Indiara Bessa, G1 AM",https://g1.globo.com/am/amazonas/noticia/um-ano-apos-massacre-no-am-mais-de-60-presos-continuam-foragidos-e-forca-nacional-segue-no-estado.ghtml,politica,01/01/2018 11h23,1742,1540,653,0,20,211,6,461,54,60,36,3,5,59,3.01493,7671,22.9851,4.98117,0.0025974,0.169643,0.424026,1
None,https://www.diariodobrasil.org/o-pt-corrompeu-o-mundo-37-paises-fecham-acordo-com-a-lava-jato/,politica,03/01/2017,181,143,107,1,1,20,3,55,7,4,5,0,0,6,5.42857,761,20.4286,5.32168,0.00699301,0.146667,0.748252,0
"Por Káthia Mello, G1 Rio",https://g1.globo.com/rio-de-janeiro/noticia/aeronautica-e-baloeiros-ecologicos-tentam-acordo-para-diminuir-riscos-a-aviacao-numero-de-baloes-quase-dobrou-no-rj.ghtml,politica,10/07/2017 05h30,1267,1128,508,None,5,168,6,324,65,37,28,0,2,55,2.67308,5559,21.6923,4.92819,0.0035461,0.207317,0.450355,1
None,https://www.diariodobrasil.org/bolsonaro-cogita-parceria-com-evangelicos-nas-eleicoes-de-2018/,politica,03/01/2017,142,123,91,0,2,20,0,34,10,6,1,1,0,3,2.71429,597,17.5714,4.85366,0.0,0.296296,0.739837,0
"Por Fernanda Szabadi, G1 Sorocaba e Jundiaí",https://g1.globo.com/sp/sorocaba-jundiai/mundo-pet/noticia/procura-por-creche-e-servicos-de-baba-para-animais-aumenta-nas-ferias.ghtml,politica,18/01/2018 09h14,745,645,347,0,1,107,6,181,22,40,9,1,0,44,3.0303,2965,19.5455,4.5969,0.0124031,0.215278,0.537984,1
None,https://www.diariodobrasil.org/caiu-a-republica-do-pao-de-queijo-mineirinho-e-apontado-como-beneficiario-de-r-15-milhoes-da-odebrecht/,politica,03/01/2017,182,153,105,0,7,18,1,47,5,5,3,0,0,4,3.625,773,19.125,5.05229,0.0,0.153846,0.686275,0
"Por Ederson Hising, G1 PR, Curitiba",https://g1.globo.com/pr/parana/noticia/acordo-que-subiu-tarifa-de-pedagio-em-troca-de-obras-pagou-quase-r-1-milhao-a-empresa-de-filho-de-ex-assessor-do-der-diz-mpf.ghtml,politica,22/02/2018 15h49,784,704,317,None,14,76,3,221,23,20,11,0,0,17,2.58065,3245,22.7097,4.60938,0.00142045,0.144781,0.450284,1
None,https://www.diariodobrasil.org/o-globo-pimentel-deveria-criar-vergonha-na-cara-pedir-desculpas-ao-povo-de-mg-e-devolver-o-dinheiro/,politica,03/01/2017,353,297,173,1,6,58,1,78,8,22,6,3,0,17,3.29412,1310,17.4706,4.41077,0.00673401,0.220588,0.582492,0
"Por Philipe Guedes, SP1",https://g1.globo.com/sp/sao-paulo/noticia/veja-o-que-foi-feito-em-1-ano-de-gestao-doria-na-cracolandia-usuarios-continuam-na-luz.ghtml,politica,02/01/2018 13h27,724,621,327,0,0,117,3,169,24,33,18,1,1,42,2.64103,2976,15.9231,4.79227,0.0,0.199301,0.52657,1
None,https://www.diariodobrasil.org/em-video-de-fim-de-ano-lula-assume-que-ele-dilma-e-o-pt-quebraram-o-pais-inteiro/,politica,01/01/2017,89,75,57,0,2,11,1,30,5,0,1,0,0,4,1.75,344,9.375,4.58667,0.0,0.121951,0.76,0
Giovana Girardi,http://sustentabilidade.estadao.com.br/blogs/ambiente-se/perto-de-bater-novo-recorde-2016-pode-ter-aumento-de-temperatura-de-12c/,politica,14 de novembro de 2016,1167,1033,481,None,10,155,6,263,72,78,28,1,2,48,3.11628,4896,24.0233,4.73959,0.000968054,0.358852,0.465634,1
None,https://www.diariodobrasil.org/alvaro-dias-mega-sena-e-fraude-e-lavagem-de-dinheiro-isso-tem-que-ser-investigado/,politica,02/01/2017,250,218,130,0,3,35,1,63,14,7,5,0,0,8,2.66667,1057,18.1667,4.84862,0.00458716,0.214286,0.59633,0
Por G1 Zona da Mata,https://g1.globo.com/mg/zona-da-mata/noticia/prejuizo-moral-esta-dado-ninguem-vai-recupera-lo-diz-pimentel-apos-decisao-do-stj-que-rejeitou-denuncia-contra-ele.ghtml,politica,08/06/2017 16h08,1944,1660,736,0,16,281,13,462,63,61,46,5,9,111,3.34118,8103,19.5294,4.88133,0.00542169,0.166891,0.443374,1
None,https://www.diariodobrasil.org/10-previsoes-de-carlinhos-anitta-gravida-neymar-fora-da-copa-alvaro-dias-presidente/,sociedade_cotidiano,02/01/2017,194,177,121,0,0,24,0,56,15,6,5,0,0,4,2.42857,838,25.2857,4.73446,0.0,0.2625,0.683616,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/terca-feira-12-de-setembro-de-2017.ghtml,sociedade_cotidiano,12/09/2017 19h33,764,673,410,None,6,109,3,204,33,21,16,0,0,34,2.275,3197,16.825,4.75037,0.00148588,0.172524,0.609212,1
None,https://www.diariodobrasil.org/dinheiro-publico-quebrou-minas-gerais-e-foi-buscar-o-filho-com-helicoptero-do-estado-apos-a-festa-de-reveillon/,politica,02/01/2017,110,96,68,2,3,13,1,30,4,3,4,0,0,2,2.33333,497,16.0,5.17708,0.0104167,0.162791,0.708333,0
"Luiz Carlos Merten, O Estado de S. Paulo","http://cultura.estadao.com.br/noticias/televisao,corpo-de-domingos-montagner-e-liberado-do-iml-em-aracaju,10000076269",politica,16 de setembro de 2016,1323,1108,560,0,6,173,3,318,35,46,15,4,1,73,2.79221,5091,14.3896,4.59477,0.000902527,0.164969,0.505415,1
None,https://www.diariodobrasil.org/quebra-pau-na-posse-do-prefeito-em-catanduvasp-vereadores-saem-no-tapa/,sociedade_cotidiano,02/01/2017,61,54,44,0,1,7,0,21,1,0,1,0,0,0,1.16667,251,9.0,4.64815,0.0,0.0357143,0.814815,0
Por G1 SP,https://g1.globo.com/sao-paulo/noticia/corpo-de-dom-paulo-sera-sepultado-nesta-sexta-na-cripta-da-catedral-da-se.ghtml,sociedade_cotidiano,16/12/2016 07h24,1124,971,505,None,14,101,1,306,49,15,11,0,0,36,3.1875,4670,20.2292,4.80947,0.0,0.157248,0.520082,1
None,https://www.diariodobrasil.org/temer-sem-creme-de-avela-planalto-decide-cancelar-lanchinhos-de-luxo-no-aviao-presidencial/,politica,27/12/2016,156,135,100,0,0,21,0,41,6,9,2,0,0,7,2.625,700,16.875,5.18518,0.00740741,0.241935,0.740741,0
"Por Thays Estarque, G1 PE",https://g1.globo.com/pernambuco/noticia/presos-pela-pf-em-operacao-que-investiga-desvio-de-verbas-para-vitimas-de-enchentes-sao-soltos-em-pe.ghtml,politica,14/11/2017 11h30,1319,1161,562,0,19,154,4,343,36,35,25,0,1,39,2.67797,6136,19.678,5.2851,0.000861326,0.142857,0.484065,1
None,https://www.diariodobrasil.org/padre-leo-se-for-pra-ser-cristao-como-o-lula-e-melhor-ir-viver-nos-quintos-dos-infernos/,politica,02/01/2017,143,119,87,0,0,26,5,31,10,8,5,0,0,5,3.42857,577,17.0,4.84874,0.0,0.315789,0.731092,0
"Elisa Clavery, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,veja-a-historia-do-primeiro-deputado-cassado-por-quebra-de-decoro-parlamentar,70001928695",politica,08 de agosto de 2017,1811,1560,610,None,35,244,22,474,95,58,51,0,0,60,3.34667,7843,20.8,5.02756,0.00192308,0.213092,0.391026,1
None,https://www.diariodobrasil.org/janete-e-o-cabelo-mais-caro-do-mundo/,politica,28/12/2016,221,191,117,0,8,28,0,59,7,7,3,0,0,11,1.76471,920,11.2353,4.81675,0.0052356,0.16092,0.612565,0
"Por G1 e TV Globo, Brasília",https://g1.globo.com/politica/operacao-lava-jato/noticia/marqueteira-de-campanha-de-lula-diz-ter-recebido-dinheiro-vivo-em-caixa-de-sapato.ghtml,politica,11/05/2017 18h06,1046,916,374,None,9,132,5,265,32,35,21,0,0,37,3.09524,4438,21.8095,4.84498,0.0,0.168766,0.408297,1
None,https://www.diariodobrasil.org/papa-recebe-camisa-da-chapecoense-e-envia-bencao-especial-aos-familiares-da-tragedia/,religiao,28/12/2016,86,80,57,0,0,11,0,29,4,1,1,0,0,1,1.0,384,13.3333,4.8,0.0,0.125,0.7125,0
"Por Guilherme Mazui e Bernardo Caram, G1, Brasília",https://g1.globo.com/politica/noticia/a-uma-semana-da-votacao-da-denuncia-temer-diz-que-desafios-o-vitalizam.ghtml,religiao,25/07/2017 12h11,663,563,286,0,7,89,5,180,26,9,7,0,2,28,3.84615,2885,21.6538,5.12433,0.0,0.130112,0.507993,1
None,https://www.diariodobrasil.org/lei-da-mordaca-militares-se-rebelam-contra-temer-e-sao-repreendidos-pelo-alto-comando/,politica,01/01/2017,503,429,247,0,4,76,4,127,26,16,15,0,0,25,2.64286,2247,15.3214,5.23776,0.0,0.206897,0.575758,0
"Por G1, Brasília",https://g1.globo.com/politica/noticia/oposicao-pede-saida-de-temer-e-eleicao-para-escolha-de-novo-presidente.ghtml,politica,17/05/2017 21h53,1393,1201,532,0,21,176,11,380,56,50,22,1,1,63,3.62264,5833,22.6604,4.85679,0.000832639,0.190647,0.442964,1
None,https://www.diariodobrasil.org/lula-dizendo-que-jose-sarney-e-o-dono-da-globo/,tv_celebridades,01/01/2017,49,42,33,0,0,10,5,10,0,2,0,0,1,2,2.33333,172,14.0,4.09524,0.0,0.1,0.785714,0
"Por G1 PR, Curitiba",https://g1.globo.com/pr/parana/noticia/entre-elogios-e-criticas-veja-o-que-lula-fala-sobre-o-ex-ministro-antonio-palocci.ghtml,tv_celebridades,13/09/2017 20h54,325,286,147,0,0,53,2,77,9,7,6,0,0,28,2.4375,1346,17.875,4.70629,0.0,0.123077,0.513986,1
None,https://www.diariodobrasil.org/procuradores-dos-eua-poderao-pedir-a-prisao-de-lula-e-dilma-acordo-da-brasken-revelou-propina/,politica,02/01/2017,111,92,69,1,6,14,0,34,2,2,4,0,0,1,1.72727,478,8.36364,5.19565,0.0,0.0833333,0.75,0
"Lucas Rivas, especial para O Estado de S. Paulo, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,estou-com-a-tranquilidade-dos-inocentes-diz-lula,70002238114",politica,22 de março de 2018,665,581,306,0,7,113,6,153,27,20,21,15,1,42,2.54545,2696,17.6061,4.64028,0.0,0.176692,0.526678,1
None,https://www.diariodobrasil.org/bndes-e-friboi-uma-das-familias-mais-poderosas-do-pais-e-alvo-da-pf-e-do-mpf/,politica,01/01/2017,302,261,155,0,26,31,2,83,13,17,2,0,0,16,2.5625,1138,16.3125,4.36015,0.00383142,0.263158,0.59387,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/muro-de-cemiterio/,politica,13 de junho de 2017,2174,1953,816,0,26,267,11,553,139,91,37,0,1,107,3.4,9759,30.0462,4.99693,0.00256016,0.280488,0.417819,1
None,https://www.diariodobrasil.org/internautas-relatam-mais-casos-da-doenca-misteriosa-que-causa-dor-e-urina-preta-em-outros-2-estados-es-e-re/,sociedade_cotidiano,21/12/2016,414,357,216,0,2,57,2,100,18,30,8,4,0,33,4.38462,1695,27.4615,4.7479,0.0,0.305732,0.605042,0
"Por Lílian Marques, G1 BA",https://g1.globo.com/bahia/noticia/com-mais-de-2-milhoes-de-idosos-ba-segue-tendencia-da-longevidade-cidade-campea-tem-exemplo-de-vitalidade-aos-94.ghtml,sociedade_cotidiano,03/09/2017 08h01,2264,1901,778,0,5,312,6,477,130,133,16,14,1,158,3.025,8667,15.8417,4.55918,0.00473435,0.333333,0.409258,1
None,https://www.diariodobrasil.org/chargista-mais-famoso-do-pais-aconselha-moro-da-um-jeito-de-prender-uns-tucanozinhos-pra-gente-acreditar-em-voce/,tv_celebridades,22/12/2016,75,63,52,0,0,11,1,20,3,5,0,0,0,2,3.0,316,15.75,5.01587,0.015873,0.258065,0.825397,0
Por BBC,https://g1.globo.com/mundo/noticia/o-misterio-sobre-a-identidade-do-militar-autorizado-a-fazer-cavalinho-no-lider-da-coreia-do-norte.ghtml,tv_celebridades,24/03/2017 16h18,943,823,394,0,3,130,4,206,55,47,13,0,0,66,3.0,3866,20.575,4.69745,0.0,0.303571,0.478736,1
None,https://www.diariodobrasil.org/papai-noel-da-oi-brasilia-age-novamente-na-calada-da-noite-e-esfaqueia-o-povo-brasileiro-pelas-costas22b/,politica,22/12/2016,431,356,224,1,10,52,5,106,18,22,9,0,0,22,2.67857,1635,12.7143,4.5927,0.00280899,0.253165,0.629214,0
Fátima Lacerda,http://internacional.estadao.com.br/blogs/fatima-lacerda/o-presente-de-deus-para-erdogan-a-rotina-do-terror-e-saudades-mundanas/,politica,16 de julho de 2016,2005,1738,887,0,12,249,13,481,99,111,20,9,3,121,3.37975,8033,22.0,4.62198,0.00863061,0.287671,0.510357,1
None,https://www.diariodobrasil.org/em-2009-a-construtora-odebrecht-foi-expulsa-do-equador-por-superfaturar-obras-em-ate-48/,politica,23/12/2016,225,191,135,1,4,32,1,53,9,7,6,0,0,8,3.09091,999,17.3636,5.23037,0.0,0.188235,0.706806,0
Por G1,https://g1.globo.com/politica/operacao-lava-jato/noticia/mexico-investiga-propinas-da-odebrecht.ghtml,politica,23/12/2016 18h15,1404,1241,561,0,14,203,9,348,58,44,32,3,0,70,3.19608,6571,24.3333,5.29492,0.0,0.185118,0.452055,1
None,https://www.diariodobrasil.org/felipe-moura-grava-video-explicativo-sobre-a-corrupcao-petista-lula-era-um-office-boy-da-odebrecht/,tv_celebridades,23/12/2016,71,62,46,0,0,7,1,23,6,1,1,0,0,1,2.25,308,15.5,4.96774,0.016129,0.233333,0.741935,0
"Por Erick Gimenes e Thais Kaniak, G1 PR, Curitiba",https://g1.globo.com/pr/parana/noticia/aldemir-bendine-e-condenado-na-lava-jato.ghtml,tv_celebridades,07/03/2018 16h41,860,776,340,None,3,98,2,233,21,21,16,0,0,17,2.4,3761,22.1714,4.84665,0.0,0.126888,0.438144,1
None,https://www.diariodobrasil.org/chapa-dilmatemer-contratou-empresa-que-so-tem-1-notebook-por-r-48-milhoes-para-enviar-emails/,politica,25/12/2016,123,110,77,0,4,19,0,35,4,7,1,0,0,3,2.6,550,22.0,5.0,0.0181818,0.203704,0.7,0
AFP,"http://sustentabilidade.estadao.com.br/noticias/geral,mineradora-norueguesa-admite-que-contaminou-rio-no-para,70002233503",politica,19 de março de 2018,1156,1010,501,0,17,149,1,304,51,32,15,0,0,46,3.17391,5012,21.9565,4.96238,0.0,0.183223,0.49604,1
None,https://www.diariodobrasil.org/quando-chamaram-moro-de-savonarola-esqueceram-de-mencionar-lula-e-compara-lo-ao-papa-sanguinario-alexandre-vi/,tv_celebridades,25/12/2016,771,666,333,0,10,118,4,167,33,51,21,2,0,54,2.1,3140,13.32,4.71471,0.0045045,0.294737,0.5,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/escolha-tucana/,tv_celebridades,28 de novembro de 2017,2177,1960,802,0,11,285,21,577,70,110,37,5,0,112,2.93243,9314,26.4865,4.75204,0.00408163,0.208817,0.409184,1
None,https://www.diariodobrasil.org/em-video-lula-confessa-que-odebrecht-comecou-obras-sem-contrato/,politica,18/12/2016,181,159,111,0,5,24,1,52,5,7,5,1,0,7,3.66667,763,26.5,4.79874,0.0,0.157895,0.698113,0
"Por Fabiano Costa e Fernanda Calgaro, G1, Brasília",https://g1.globo.com/politica/noticia/tse-interrompe-sessao-sem-decidir-se-depoimentos-da-odebrecht-valerao-como-prova.ghtml,politica,08/06/2017 12h59,1667,1458,592,None,13,235,17,442,57,52,49,2,2,72,3.42623,7320,23.9016,5.02058,0.0,0.161004,0.406036,1
None,https://www.diariodobrasil.org/lula-se-iguala-a-selecao-brasileira-e-agora-e-penta-petista-se-torna-reu-pela-quinta-vez/,politica,19/12/2016,170,148,103,0,6,25,0,41,8,7,7,0,0,8,2.44444,667,16.4444,4.50676,0.0,0.227273,0.695946,0
"Por G1 PR, Curitiba",https://g1.globo.com/pr/parana/noticia/ex-presidente-lula-sera-ouvido-por-moro-pela-segunda-vez-na-condicao-de-reu.ghtml,politica,13/09/2017 05h02,1026,912,427,0,11,145,6,268,36,27,38,0,0,31,2.19231,4312,17.5385,4.72807,0.0,0.152542,0.468202,1
None,https://www.diariodobrasil.org/ao-vivo-caminhao-invade-mercado-mata-9-pessoas-e-fere-dezenas-na-alemanha-ha-indicios-de-ataque/,sociedade_cotidiano,19/12/2016,116,101,78,0,1,16,0,33,5,2,0,0,0,3,1.66667,508,11.2222,5.0297,0.0,0.142857,0.772277,0
Por BBC,https://g1.globo.com/mundo/noticia/o-que-se-sabe-ate-agora-sobre-atentado-que-matou-7-pessoas-em-londres.ghtml,sociedade_cotidiano,04/06/2017 12h12,1207,1075,471,0,5,162,0,307,49,58,16,0,0,57,2.64,5199,21.5,4.83628,0.0027907,0.228145,0.43814,1
None,https://www.diariodobrasil.org/ex-presidente-da-andrade-gutierrez-confirma-diante-de-ameacas-paguei-propina-para-a-chapa-dilmatemer/,politica,19/12/2016,154,132,82,0,2,18,1,41,3,3,2,0,0,1,2.75,618,16.5,4.68182,0.0,0.101695,0.621212,0
"Por G1, Brasília",https://g1.globo.com/politica/noticia/defesa-de-dilma-pede-investigacao-de-ex-presidente-da-andrade.ghtml,politica,19/12/2016 16h35,609,561,253,0,13,62,7,177,21,15,8,0,0,16,2.18182,2765,25.5,4.9287,0.00534759,0.150628,0.45098,1
None,https://www.diariodobrasil.org/sem-policia-nas-ruas-e-com-indulto-de-natal-minas-gerais-vive-clima-de-inseguranca-pm-pede-fora-pimentel/,politica,20/12/2016,134,110,87,0,2,18,0,35,5,8,2,0,0,4,2.18182,537,10.0,4.88182,0.0,0.245283,0.790909,0
"Por Gabriela Caesar e Thiago Reis, G1",https://g1.globo.com/monitor-da-violencia/noticia/brasil-registra-quase-60-mil-pessoas-assassinadas-em-2017.ghtml,politica,22/03/2018 04h45,2465,2114,944,0,70,235,8,683,133,78,26,0,0,74,3.9,10429,23.4889,4.9333,0.0,0.229847,0.446547,1
None,https://www.diariodobrasil.org/a-casa-caiu-ops-a-cueca-caiu-pgr-denuncia-deputado-jose-guimaraes-aquele-dos-dolares-na-cueca/,politica,20/12/2016,271,238,138,0,7,27,2,80,6,6,5,0,0,4,1.94118,1123,14.0,4.71849,0.0,0.11215,0.579832,0
"Por Mariana Oliveira, TV Globo, Brasília",https://g1.globo.com/politica/noticia/janot-denuncia-ao-stf-jose-guimaraes-por-corrupcao-e-lavagem-de-dinheiro.ghtml,politica,20/12/2016 15h17,955,837,402,0,10,105,7,259,39,27,19,2,0,34,3.18919,4333,22.6216,5.17682,0.00358423,0.181319,0.480287,1
None,https://www.diariodobrasil.org/temer-e-citado-em-nova-delacao-da-odebrecht-planalto-nega-e-joga-a-bomba-no-colo-de-cunha/,politica,15/12/2016,181,161,95,0,3,27,0,51,5,8,3,0,0,5,1.66667,787,13.4167,4.8882,0.0,0.166667,0.590062,0
"Por Filipe Matoso, Alessandra Modzeleski e Guilherme Mazui, G1, Brasília",https://g1.globo.com/politica/noticia/denuncia-contra-temer-pgr-diz-que-grupo-do-pmdb-atuou-em-estatais-e-ministerios.ghtml,politica,14/09/2017 18h08,2030,1757,644,0,30,220,9,553,64,51,20,0,0,49,3.9,8703,25.1,4.95333,0.00227661,0.148771,0.366534,1
None,https://www.diariodobrasil.org/dinheiro-do-contribuinte-camara-dos-deputados-aprova-mais-de-r-819-milhoes-para-fundo-partidario-em-2017/,politica,15/12/2016,127,112,84,0,7,17,1,29,5,6,2,0,0,5,2.14286,543,16.0,4.84821,0.0,0.23913,0.75,0
"Isadora Peron, Renan Truffi e Thiago Faria, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,camara-recua-e-fim-das-coligacoes-valera-somente-para-2020,70002009602",politica,20 de setembro de 2017,960,847,404,0,14,135,9,255,37,29,32,0,0,42,2.7561,4041,20.6585,4.77096,0.0,0.169231,0.476978,1
None,https://www.diariodobrasil.org/promotores-do-caso-triplex-do-guaruja-abandonam-a-lava-jato/,sociedade_cotidiano,15/12/2016,90,80,57,0,1,15,0,23,1,3,1,0,0,2,1.42857,379,11.4286,4.7375,0.0,0.105263,0.7125,0
Julia Affonso e Ricardo Brandt,http://politica.estadao.com.br/blogs/fausto-macedo/lava-jato-pede-que-promotoria-de-sp-assuma-investigacao-contra-rose-vagner-da-cut-vaccari-e-gabas/,sociedade_cotidiano,04 de setembro de 2017,975,855,422,None,14,114,4,244,39,23,11,7,0,68,3.42857,4213,24.4286,4.92749,0.00116959,0.173184,0.493567,1
None,https://www.diariodobrasil.org/ex-chefe-do-estado-maior-afirma-se-houver-um-clamor-popular-vamos-intervir-militarmente-no-brasil/,politica,15/12/2016,136,113,83,0,1,21,2,32,9,5,4,0,0,2,2.09091,538,10.2727,4.76106,0.0,0.264151,0.734513,0
"Vera Rosa e Tânia Monteiro, O Estado de S.Paulo","http://brasil.estadao.com.br/noticias/rio-de-janeiro,governo-quer-reforco-do-coaf-no-combate-ao-crime-organizado-e-forca-tarefa-com-o-mp,70002197507",politica,21 de fevereiro de 2018,796,688,365,0,4,124,1,200,31,27,19,1,0,30,2.84211,3381,18.1053,4.91424,0.00145349,0.179012,0.530523,1
None,https://www.diariodobrasil.org/lula-mexeu-em-vespeiro-e-acabou-unindo-os-procuradores-ninguem-impedira-o-mpf-de-cumprir-de-seu-dever/,politica,16/12/2016,238,219,139,1,8,28,1,58,14,8,4,0,0,19,2.11111,1041,24.3333,4.75342,0.0,0.255814,0.634703,0
