fake_or_true,news
1,"Após depor ao STF, Maria do Rosário diz que Bolsonaro é 'líder do ódio'

Deputada prestou depoimento como testemunha em ação que Bolsonaro é réu por ter dito que a deputada não merecia ser estuprada porque ele a considera ""muito feia"". Ele nega apologia.

deputada federal Maria do Rosário (PT-RS) prestou depoimento nesta quarta-feira (23) ao Supremo Tribunal Federal (STF) como testemunha na ação penal contra o deputado Jair Bolsonaro (PSC-RJ). O depoimento foi fechado e durou cerca de 50 minutos.

Bolsonaro é réu no STF desde junho do ano passado pela suposta prática de apologia ao crime de estupro e por injúria. Em 2014, ele afirmou, na Câmara e em entrevista a um jornal, que Maria do Rosário não merecia ser estuprada porque ele a considera ""muito feia"" e porque ela ""não faz"" seu ""tipo"".

Após ele se tornar réu, a defesa do deputado invocou a chamada ""imunidade parlamentar"", segundo a qual deputados e senadores são protegidos por opiniões, palavras e votos. Além disso, a defesa de Bolsonaro argumentou que não incentivou outras pessoas a estuprar.

Ao analisar denúncia da Procuradoria Geral da República (PGR) e a queixa da própria deputada, a Primeira Turma da Corte entendeu que, além de incitar a prática do estupro, Bolsonaro ofendeu a honra de Maria do Rosário.

À época da análise da denúncia, somente o ministro Marco Aurélio Mello foi contra tornar Bolsonaro réu. Na ocasião, os ministros Luiz Fux, Edson Fachin, Rosa Weber e Luiz Roberto Barroso votaram favor da abertura da ação penal.

Nesta quarta, após prestar depoimento, Maria do Rosário foi recebida por ativistas e deputadas.

""É para que se faça justiça diante de toda a incitação ao crime. Qualquer pessoa hoje no Brasil e, sobretudo as mulheres, estão sujeitas a todo tipo de ataque. O pronunciamento desse parlamentar gerou uma onda de ódio imensa, que não apenas atinge a minha pessoa, mas atinge muitas mulheres. Principalmente as mulheres , mas também gays, lésbicas, negros , negras, indígenas"", afirmou a petista.

""Há toda uma série de pessoas que sofrem neste momento por serem atacadas pela sua identidade, pelo que são. E no Brasil, a cada 11 minutos uma mulher é estuprada. Então tratar o estupro como algo banal, como algo que um homem decide se uma mulher merece ou não, é realmente condenar as vítimas e incitar o crime. [...] Nós temos que dar um ponto final na incitação ao ódio e ele tem sido um líder do ódio"", concluiu.

Já o advogado de Bolsonaro, Arnaldo Busato Filho, negou que o parlamentar tenha feito apologia ao estupro.

""Há realmente uma discrepância muito grande entre a versão da deputada e a prova dos autos. Mas isso é objeto para o julgamento do mérito"", disse.

Depois da fase de coletas de depoimentos, será a vez de Bolsonaro ser interrogado, fase final do processo. Caberá ao Supremo, então, decidir se condena ou absolve o parlamentar."
0,"Ciro Gomes ataca Bolsonaro, Dória, Dilma e Lula. Ciro Gomes deu a entrevista mais bombástica dentre os pré-candidatos à presidência do Brasil nas eleições 2018. Não poupou nenhum de seus principais concorrentes e mostrou que nos debates será um dos mais provocativos presidenciáveis.

O pré-candidato à presidência Ciro Gomes (PDT-CE) foi entrevistado nesta quarta-feira no programa Pânico, da rádio Jovem Pan, e não poupou críticas a três possíveis concorrentes nas eleições de 2018: Luiz Inácio Lula da Silva (PT), Jair Bolsonaro (PSC) e João Doria (PSDB), além da ex-presidente Dilma Rouseff (PT). No início da entrevista, que teve mais de uma hora de duração, o presidenciável defende o fim da polarização entre os brasileiros para que os problemas possam ser superados.

O Brasil não pode cair na esparrela de aceitar essa falsa divisão entre coxinha e mortadela. Tem que discutir o futuro. Se a gente for transformar o embate que nós temos hoje nesse ódio ou paixão ao redor do Lula, o Brasil não sai de onde está. Ao ser questionado pelos integrantes da bancada sobre a ovada recebida pelo pelo prefeito de São Paulo, João Doria (PSDB) durante uma visita a Salvador na segunda-feira, Ciro disse que a atitude do manifestante não foi normal nem civilizada, mas aproveitou para criticar o paulista.

O Doria, na posição de prefeito de São Paulo, aperfeiçoa essa tragédia brasileira, porque é aquele político que não tem nada na cabeça e lê pesquisa com assessoria de marquetagem comercial. O que é que o marqueteiro está dizendo? Tá todo mundo puto com os políticos, então ele é um não-político. Todo mundo quer alguém que resolva os problemas, então ele é um gestor. E tá todo mundo zangadíssimo com a esculhambação que generalizou-se no PT, então ele é anti-PT, o anti-Lula e é grosseiro Isso não resolve nada.

Dilma

Ciro afirmou ter considerado o processo de impeachment um golpe, mas que não quer dizer que aprovasse o governo da petista.

 Falar mal do governo da Dilma é uma coisa quase covarde, porque é um governo desastrado. Corrupta ela não é, tanto que nem sequer foi acusada. Foi golpe porque governo corrupto você tem que provar funcionalmente o crime de responsabilidade dolosamente cometido pelo titular. E não aconteceu. Eu vou ser presidente do Brasil e ninguém vai me derrubar por protocolos formais. A Dilma se deixou imolar porque não é do ramo.

Lula

Durante uma brincadeira entre os integrantes do programa sobre a melhor escolha no caso de um segundo turno entre Lula e Bolsonaro, Ciro respondeu: Eu tapo o nariz e voto no Lula.  Em outro momento da entrevista, ele diz que Lula entregou Furnas ao ex-deputado federal Eduardo Cunha (PMDB-RJ) e que, em razão de sua popularidade. brincou de Deus ao escolher Michel Temer (PMDB) como vice de Dilma Rousseff na chapa presidencial de 2014.

Bolsonaro

Embora Ciro tenha reforçado ao longo da entrevista que respeita e tem uma boa relação com Jair Bolsonaro, ele diz considerar o deputado um personagem que, na opinião dele, está prestando um bom serviço para o país neste momento.

Ele está destruindo a fraude que o PSDB representa. Tirou todo esse eleitorado de direita, mais reativo, xenófobo, racista, elitista etc. que existe no país e que votava escondido no armário no PSDB. Então, o prejuízo que ele está causando ao PSDB é mortal, ele é um problema do PSDB.

 Para Ciro, no entanto, antes de ter pretensão de chegar ao Palácio do Planalto, Bolsonaro deveria tentar ser prefeito do Rio como experiência e que a popularidade dele se deve ao fato de ele ter respostas a duas grandes questões dos brasileiros, ainda que toscamente: a corrupção e a violência.

Se o cara chega ali, na Presidência da República, deixando o povo acreditar, falando bandido bom é bandido morto e a ladroeira vai acabar, porque no meu governo não tem, é mentira ou despreparo. "
1,"Elite brasileira tem de ter menos espírito de Miami, diz Flávio Dino

Comunista graças a Deus, Flávio Dino (PC do B) começou a governar o Maranhão com a imagem de um só santo, são Francisco de Assis, em seu gabinete. Três anos depois, tentará a reeleição com dez santos na bancada.

De frente para sua mesa, a mesma que foi de Roseana Sarney (MDB), sua adversária política, Dino pregou uma tela da Muralha da China (""uma lição de paciência""), ornando com bustos do comunista Mao Tsé-Tung e o socialista Salvador Allende.

A vista da sacada do Palácio dos Leões, para onde Dino escapa quando precisa espairecer, não o deixa esquecer o desafio que é governar o Estado mais pobre do país, segundo o IBGE. Seu horizonte é uma favela erguida sobre palafitas ao lado do metro quadrado mais caro de São Luís, no forte da ponta de São Francisco.

Em entrevista no dia 13, ele declarou apoio ao ex-presidente Luiz Inácio Lula da Silva (PT), a despeito da pré-candidatura de Manuela DAvila, de seu partido.

Folha - Maranhão hoje é compatível com o tempo que vive?

Flávio Dino - Eu brinco que esse negócio do Juscelino, de 50 anos em 5, era fácil. Aqui são quatro séculos em quatro anos. As pessoas terem escola de tijolo, não de palha ou barro, é uma agenda do século 18. As pessoas terem acesso a careira de identidade é século 19. Ao mesmo tempo, temos uma agenda do século 20 e 21, escola em tempo integral, programa para mandar nossos estudantes para estudar no exterior. Não tivemos greve, pela política respeitosa com os servidores. Aqui a gente não debate o Estado mínimo.

Por quê?

Aqui o povo quer serviço público. Se não for o Estado, não é ninguém.

Como as candidaturas que propõem um enxugamento do Estado vão se sair?

No Nordeste, muito mal. Porque é quase que uma incompatibilidade ontológica, de essência. A reforma da Previdência vai virar um peso nas costas de quem a defender. Claro [que sou contra], e a trabalhista é pior ainda. Esse neoliberalismo vulgar que às vezes um Amoedo (Novo) da vida professa não tem aderência à realidade brasileira.

Há exasperação com a revelação de que o tamanho do Estado possibilitou corrupção.

Mas isso é puramente ideológico. É verdade que havia infelizmente corrupção na Petrobras, por exemplo, mas quem estava ao lado? Grandes corporações privadas. Então, se fosse extinguir o Estado porque é corrupto, ia extinguir o mercado junto.

A Lava Jato criou distorções?

A Lava Jato criou uma narrativa em que os empresários, que eram o chapeuzinho vermelho, bonzinhos, foram extorquidos pelo lobo mau, que era o Estado. Pelo amor de Deus! Todo mundo sabia o que estava fazendo.

A Lava Jato acertou mais que errou, mas errou nesse ponto fundamental, por incompreensão ou conivência. Não critico tanto as decisões.

A de Sergio Moro contra o Lula o senhor critica.

É um escândalo, uma monstruosidade jurídica. O leitor pode dizer: é porque ele apoia o Lula. Primeiro, o Lula nunca me apoiou aqui.

Vai apoiar em 2018?

Eu espero. Sou cristão, acredito em coisas boas. Como você vai dizer que ele é dono de um apartamento que comprovadamente está no patrimônio de um banco? Aí sim a instrumentalização da Lava Jato atende a certos interesses que hoje não estão claros.

Seu irmão Nicolao Dino é próximo do ex-procurador-geral Rodrigo Janot. Como vê a atuação do grupo?

Janot errou. Podia ter evitado o caos político e jurídico em que o Brasil se meteu e ele aderiu. Por quê? Não sei dizer.

O presidente Temer não indicou seu irmão, mas Raquel Dodge para suceder Janot.

Tenho a impressão de que Raquel não vai na direção de ser arquivadora-geral. A indicação de Fernando Segovia na Polícia Federal, apoiado por Sarney, vinculado politicamente a uma certa posição [é mais problemática]. É difícil qualquer pessoa dizer que vai parar a Lava Jato.

Ainda tem vida longa?

Tem, porque tem os filhinhos dela, netinhos. a família é grande. Vai continuar até que a política se rearrume. Ela virou o principal polo de poder do país, porque não tem outro. Depois das eleições, a força da Lava Jato tende a diminuir, porque é uma anomalia ter um conjunto de profissionais não eleitos com esse poder de ditar o ritmo do país.

O que mostra a volta de Roseana na disputa ao governo?

Mostra muito um saudosismo do uso da máquina administrativa. Estão com síndrome de abstinência de recursos públicos, de luxos. O grupo empresarial deles depende de recursos públicos, que é um sistema de comunicação [Mirante] cujo maior anunciante era o próprio governo do Estado. Ela pagava ela mesma.

O senhor anuncia na Mirante?

Sim, mas bem menos [de 54% da verba publicitária em 2012, caiu para 19% em 2017].

O senhor quer o apoio do Lula no Maranhão, mas seu partido tem outra candidatura.

Há a compreensão de que, no Maranhão, pelo sarneysismo, precisamos fazer uma aliança ampla. Palanque aberto. Ainda tem o Ciro Gomes, o PDT é um aliado nosso.

Quem é o melhor?

Os três têm suas virtudes. Não posso dizer em quem eu vou votar porque dá ciúme.

Não vai votar no seu partido?

Se Manuela estiver na urna, voto nela, claro.

Lula irá até o fim?

Lula deve manter a candidatura até o limite. A candidatura dele é fundamental, imprescindível. Só há eleições livres com ele sendo candidato, não há razão para não ser, a não ser um processo de lawfare, de perseguição judicial. Pergunte a um cidadão médio: o que você acha de Sarney ou Collor soltos e Lula preso? Isso pode tisnar, criar uma nódoa na eleição, é muito grave. Metade da população tem intenção de votar nele.

Metade?

Claro. Se for candidato, ganha. Se a elite brasileira tivesse um pouquinho de espírito nacional, e menos espírito de Miami, concordaria que Lula é importante para o Brasil. [Tirá-lo] abre espaço para uma aventura que seria Bolsonaro presidente, um suicídio nacional e coletivo."
0,"João Dória está deixando o PSDB, saiba qual será o novo partido. João Dória está arrumando as malas para abandonar o PSDB e partir para o DEM em busca da realização de seu sonho presidencial. Os tucanos não abrem mão do nome de Geraldo Alckmin, antigo parceiro de Dória e hoje seu maior rival na estratégia de trazer os votos paulistas para a disputa nacional.

A movimentação em campo aberto do prefeito de São Paulo, João Doria (PSDB), para nacionalizar seu nome com vistas à eleição presidencial de 2018 provocou uma reação do grupo político do seu padrinho, o governador Geraldo Alckmin, que vê suas articulações serem obstruídas pelo afilhado.


O prefeito aposta na aproximação com partidos como PMDB, DEM e PRB como forma de pressionar o PSDB de fora para dentro. O tucano recebeu a sinalização dessas três legendas de que ele poderia concorrer por elas em 2018.

Segundo fontes próximas ao prefeito João Dória, a maior tendência é a migração para o DEM. O prefeito baiano ACM Neto sinalizou interesse em ser seu vice. Desta maneira a estratégia eleitoral ganharia força ao ter dois grandes berços eleitorais, São Paulo e Bahia.

O prefeito, que teve agenda de candidato em Salvador nesta segunda-feira, vai intensificar ainda mais a rotina de viagens. Estão programadas nos próximos meses visitas ao Tocantins, ao Espírito Santo, a Rondônia e à Paraíba. A ideia é fortalecer a imagem nacionalmente enquanto as investigações da Lava Jato corroem as reputações de Geraldo Alckmin e José Serra, seus rivais no ninho tucano.

Triste é imaginar que Geraldo Alckmin foi o primeiro a estender a mão ao então apresentador João Dória. Uma ampla maioria do PSDB paulista era contra a candidatura de Dória a prefeitura. Hoje envaidecido com o sucesso nas redes sociais o prefeito articula para afastar das eleições de 2018 quem primeiro lhe estendeu a mão."
1,"Doria chama de ‘injusta homenagem’ viaduto com nome de Marisa Letícia

Prefeito cancelou evento de inauguração. Assessoria de Lula disse que Doria deveria 'se abster de usar recursos públicos para desrespeitar pessoas falecidas'.

Prefeitura de São Paulo informou que o prefeito João Doria classifica como “injusta homenagem” a nomeação de um viaduto no extremo da Zona Sul da cidade com o nome da ex-primeira dama Marisa Letícia, morta em fevereiro deste ano em razão de um acidente vascular cerebral.

Procurada, a assessoria de imprensa do ex-presidente Lula disse que ""o prefeito João Dória deveria se dedicar a governar a cidade São Paulo e se abster de usar recursos públicos para desrespeitar pessoas falecidas"".

O projeto de lei foi sancionado na sexta-feira (29) pelo prefeito em exercício, Milton Leite. O viaduto começa na Estrada do M’Boi Mirim e termina na confluência da avenida Luiz Gushiken – outro nome ligado ao PT, ex-deputado federal e ex-ministro, morto em 2013 – com a rua Adilson Brito.

Em nota, a prefeitura diz que, por determinação de Doria, o evento de inauguração do viaduto – previsto para 3 de janeiro - foi cancelado. A via será aberta ao trânsito, sem solenidades, nesta terça-feira (2). “A Prefeitura esclarece ainda que a escolha do nome do viaduto é prerrogativa da Câmara Municipal e fruto de um acordo entre a maioria dos vereadores — e apenas por isso respeitado pela administração municipal”.

O texto da nota diz ainda que o prefeito não concorda com a nomeação de alguém que seria “envolvido no maior escândalo de corrupção já registrado no país e que nunca morou na cidade nem jamais lhe trouxe qualquer benefício”.

A assessoria de Lula disse que Marisa Letícia “sempre agiu dentro da lei e a favor do Brasil, tendo trabalhado a vida inteira como empregada doméstica, operária e mãe, jamais tendo cometido qualquer crime em toda a sua vida. Jamais ocupou qualquer cargo público e sempre agiu para elevar o nome do país como primeira-dama. Foi acusada apenas e tão somente pelo objetivo político de atingir o ex-presidente com uma acusação absurda para tentar impedi-lo de continuar suas atividades políticas”.

Homenagem foi aprovada após local ser alterado
Assinado pela bancada do PT, o PL só foi aprovado na Câmara Municipal após o local da homenagem ser alterado. O projeto ficou parado por quase nove meses em razão da resistência de demais vereadores.

À época, o G1 apurou que moradores do bairro pressionaram contra a aprovação do projeto porque não queriam a homenagem a Marisa Letícia em uma via de destaque da Chácara Santo Antônio.

O texto original, aprovado em primeira votação em março, previa a homenagem na Chácara Santo Antônio, bairro nobre da capital. O nome da mulher do ex-presidente Luiz Inácio Lula da Silva (PT) seria dado ao prolongamento da Avenida Chucri Zaidan.

O presidente da Casa, Milton Leite (DEM), e o vereador Reis (PT) apresentaram um substitutivo que prevê que o nome de Marisa Letícia será dado ao viaduto que se inicia na Estrada do M’Boi Mirim e termina na confluência da avenida Luiz Gushiken – outro nome ligado ao PT, ex-deputado federal e ex-ministro, morto em 2013 – com a rua Adilson Brito.

O projeto de lei foi aprovado no dia 12 de dezembro de forma simbólica pelos vereadores – sem votação nominal – e seguiu para sanção do prefeito João Doria (PSDB).

Na justificativa do projeto, os vereadores lembraram que Marisa Letícia liderou a Passeata das Mulheres, em 1980, em protesto pela liberdade de sindicalistas presos à época, entre eles Lula, e que foi primeira-dama durante oito anos."
0,"Movimento Ovos na Cara é a versão atualizada do Movimento Cara Pintada. A ovada recebida pelo prefeito de SP João Dória não foi um fato isolado, é o marco do lançamento do Movimento Ovos na Cara, versão atualizada do Movimento Cara Pintada da década de 1990.

Na década de 1990 os jovens de todo Brasil pintaram o rosto com tinta guaxe e foram para as ruas exigir o impeachment do então presidente Fernando Collor de Mello. Mais recentemente o Movimento Black Bloc foi as rus para depredar a fachadas de bancos e comércios de luxo para mostrar o ódio ao sistema capitalista.


Mas a grande novidade é o Movimento Ovos na Cara. Um movimento irreverente que busca arranhar a imagem pública de políticos que promovem sua fama no mudo virtual sem dar a devida atenção ao mundo real. Segundo Marcos Vicente Nolasco, 23 anos, representante do MOC na Bahia, a escolha de João Dória foi pelo fato dele andar sempre engomadinho, penteado com laquê e maquiado com Mary Kay. Queríamos mostrar a ele e aos demais políticos que existem 14 milhões de desempregados que precisam de mais atitude que de pose.

Karla Brunetti tem 19 anos e é articuladora do MOC no Rio de janeiro. Ela afirma que o movimento não tem bandeira política: Não somos de direita nem de esquerda. Somos do lado do Brasil. Se Lula vier aqui também vai tomar ovo na cara. Se o Dória vier ao Rio vai levar mais ovo. Estes caras precisam aprender que o povo tem ódio de quem faz política pelo Facebook. Fazer videozinho é fácil. Administrar levando em consideração os interesses do povo e respeitando o voto do eleitor é que são elas. Ovo na cara de todo político que levou grana da Odebrecht e da Petrobrás.

Para os integrantes do MOC o ovo necessariamente precisa estar podre. Um valor sagrado para os líderes do movimento é o respeito ao alimento. Num país onde 14 milhões de desempregados não possuem condição de alimentar suas famílias seria um desperdício criminoso jogar comida fora. Jhonny de Cesaro, 21 anos, líder do moimento em São Paulo afirma que restaurantes e mercadinhos doam os ovos que seriam jogados fora para as ações do grupo.

O próximo alvo dos manifestantes do MOC é o presidente Michel Temer. Está sendo preparada para ele uma salva de ovos podres em São Paulo. Será um verdadeiro banho de ovo. Os manifestantes estão com mais de 3.000 ovos podres para arremessar na direção do presidente e de seus aliados."
1,"Após ovada, Doria posta foto de depósito de ovos e diz: 'Armamento pesado'

Tucano foi atingido por ovo na cabeça em evento em Salvador na noite de segunda-feira (7).

pós ser atingido por um ovo na cabeça na Bahia, o prefeito João Doria publicou em seu perfil no Twitter uma foto de um depósito de ovos, com a legenda: “Polícia da Bahia encontra depósito clandestino de armamento pesado”.

Na noite de segunda-feira (7), em evento Salvador, o tucano foi atingido quando chegava à Câmara Municipal da cidade. Ele recebeu o título de cidadão soteropolitano. No mesmo dia, em seu perfil oficial, Doria publicou um vídeo e fez postagens em texto falando sobre o ocorrido.

""Pessoal, estou em Salvador para receber o título de cidadão soteropolitano, e uma minoria ruidosa e autoritária tentou nos agredir. Não é esse o Brasil que queremos. Este tipo de violência só reforça meu desejo de que o Brasil avance unido. A paz prevaleceu e a Câmara de Salvador, a casa do povo, nos recebeu com muito carinho. Obrigado povo da Bahia!"", publicou.

A Câmara de Vereadores informou que identificou três homens suspeitos. Em contato com o G1, o presidente da Câmara, o vereador Léo Prates, disse que os suspeitos, que não chegaram a ser detidos pela polícia, são frequentadores assíduos do local e que, como punição, a Mesa Diretora decidiu proibir que eles tenham acesso às dependências da casa legislativa até o dia 31 de dezembro de 2017.
"
0,"Deus mandou votar a favor de Temer, disseram deputados evangélicos. Deputados da bancada evangélica fecharam apoio incondicional ao presidente Michel Temer. Decidiram que Temer não deve ser processado e afirmam que a orientação para este posicionamento partiu de Deus.

A bancada Evangélica votou a favor de Temer em troca de projetos que são de interesse dos parlamentares, mas eles dizem que foi Deus que mandou.


O presidente da Frente Parlamentar Evangélica, o deputado Hidekazu Takayama (PSC-PR), deu a senha para os demais quando anunciou seu voto. Disseram que em oração veio a resposta que salvar Temer seria salvar o Brasil.

Como ele, votaram Silas Câmara, Victório Galli, Marcelo Aguiar, Marco Feliciano, Paulo Freire, Ezequiel Teixeira, Rosangela Gomes, Pastor Luciano Braga, deputado pastor João Campos, entre outros.
Santas emendas

Para barrar o prosseguimento da denúncia e garantir os votos necessários, Temer acabou direcionando bilhões de reais em emendas parlamentares da bancada evangélica. Essas liberações de dinheiro público ocorreram, segundo o jornal O Globo, até horas antes do início da votação, e nos últimos meses já contabiliza ao todo R$ 4 bilhões de reais, cerca de 64% do previsto para todo o ano de 2017."
1,"Bancada evangélica na Câmara do DF pede revogação de política cultural LGBTI

Deputados distritais da Frente Parlamentar Evangélica enviaram nota ao GDF para pedir anulação da portaria, 'em respeito à família brasiliense'. Governo não vai se manifestar sobre o caso.

Frente Parlamentar Evangélica da Câmara Legislativa do Distrito Federal pede que o governo anule uma portaria da Secretaria de Cultura, emitida na última semana, que cria uma política cultural específica para lésbicas, gays, bissexuais, transexuais e intersexuais (LGBTI). Segundo os deputados, o pedido é feito ""em respeito a família brasiliense"".

A solicitação foi enviada à Secretaria de Cultura neste domingo (1o), dois dias após a publicação da medida no Diário Oficial. A pasta informou ao G1 que não vai se posicionar sobre a questão.

Assinada pelo presidente da bancada, Rodrigo Delmasso (Podemos), a nota de repúdio afirma que a política “fere diretamente o direito das famílias brasilienses”, assim como à cultura que “valorize os princípios e valores da família”. (Leia íntegra ao final da reportagem).

O texto da portaria autoriza a Secretaria de Cultura a criar um comitê técnico, dentro da Subsecretaria de Cidadania e Diversidade, para ""a valorização e a difusão da cultura LGBTI, da diversidade de suas identididaes e proteção de sua memória cultural"".


Apesar disso, o deputado admite que o entendimento do “homossexualismo” – nas palavras dele – como uma escolha é uma questão de crença da bancada evangélica. “Não existe na ciência, nem na psicologia, nada que comprove que o ser humano se origina homossexual.”

Segundo Delmasso, a política é ""segregacionista"" porque valoriza apenas uma parcela da população. O deputado diz entender que o fator usado (sexualidade) não é hereditário, mas uma ""escolha"".

Para o deputado – que falou ao G1 em nome da bancada evangélica –, o projeto difere das políticas de inclusão voltadas para negros e mulheres, “porque as pessoas não escolhem como vão nascer, mas, no nosso entendimento, escolhem ser homossexuais”.

'Escolha' sexual
Por tratarem-se de uma questão de opção, segundo o distrital, a homossexualidade, a transgeneridade e a transexualidade não deveriam ser ""beneficiadas"" por políticas exclusivistas. Segundo Delmasso, essas questões poderiam ser abarcadas pelos programas que já existem.

“Sou favorável a que eles apresentem projetos em todo contexto e que sejam aprovados em políticas genéricas, como a parada LGBTI, que tem apoio do governo”, disse. “Queremos que todos tenham acesso às mesmas políticas culturais, que ninguém seja tratado de forma diferente.”

O distrital também afirma que a Política Cultural LGBTI fere o princípio da laicidade do Estado – ou seja, a neutralidade religiosa prevista pela Constituição.

Apesar disso, o deputado admite que o entendimento do “homossexualismo” – nas palavras dele – como uma escolha é uma questão de crença da bancada evangélica. “Não existe na ciência, nem na psicologia, nada que comprove que o ser humano se origina homossexual.”

Combate ao preconceito
Durante entrevista ao G1, Delmasso fez questão de ressaltar que é contrário a “qualquer tipo de discriminação e fascismo” contra a população LGBTI e que “é preciso combater o preconceito, mas não fomentar a escolha sexual.”

Questionado se a regulamentação da lei que criminalizava a homofobia – e que foi derrubada pela Câmara com o apoio da Frente Evangélica – seria uma forma de combater o preconceito, o deputado respondeu que o texto afrontava a liberdade religiosa.

“A lei precisava de ajustes, porque colocava como ato discriminatório o constrangimento. Se um padre dissesse que homossexualismo é pecado, ele poderia ser alvo de ação na Justiça e isso fere a liberdade religiosa.”

Confira a íntegra da nota emitida pela Frente Parlamentar Evangélica:

""Nota de repúdio

A FRENTE PARLAMENTAR EVANGÉLICA DA CLDF, vem se manifestar em relação a Portaria publicada pela Secretaria de Estado de Cultura do Distrito Federal, que cria a Política de Fomento a Cultura LGBTI:

1.Somos contrários à criação de uma política pública para um segmento específico por entendermos que as ações do Estado devem ser coletivas e de interesse público e não atendendo a interesses de grupos ou movimentos setorizados;

2.No nosso entendimento tal política pública fere frontalmente os dispostos constitucionais, principalmente aqueles estabelecidos no artigo 5a da Carta Magna;

3.Entendemos ainda que tal portaria fere diretamente o direito das famílias brasilienses bem como no estabelecimento de uma cultura não segmentada e que valorize os princípios e valores da família.

4.As políticas públicas devem atender aos princípios públicos e não segmentados, portanto solicitamos o Secretário de Cultura a revogação imediata da referida Portaria em respeito a família brasiliense.

Dep. DELMASSO
Presidente da FPE CLDF"""
0,"Deputada chamada de gostosa no plenário vai processar deputado tarado. Deputada do PSDB de Roraima se irritou ao ser chamada de gostosa por um colega na Câmara durante a votação do processo contra o presidente Michel Temer. O deputado tarado pode perder o mandato por quebra de decoro parlamentar.

O deputado federal Wladimir Costa (SD/PA) não cansa de se envolver em polêmicas. A mais recente ocorreu durante entrevista à Rádio Guaíba, de Porto Alegre, em que o parlamentar paraense afirmou que ficaria feliz da vida se fosse uma mulher chamada de gostosa. Na conversa, ele disparou que ia ficar passando a língua na minha pele pra ver se eu era gostosa mesmo. As declarações dão conta de um dos momentos protagonizados pelos parlamentares em Brasília ainda na tarde de ontem, durante a votação do parecer da CCJ sobre a possibilidade de investigação do presidente Michel Temer por corrupção. Na ocasião, a deputada Shéridan (PSDB/RR) foi chamada de gostosa pelos colegas ao ter seu nome anunciado para o voto. Ela estava ausente no momento."
1,"Roberto Góes, do PDT, é o deputado do AP que mais faltou na Câmara em 2017
Das 119 sessões, o parlamentar compareceu somente em 51 delas ao longo do ano. Todos os deputados do Amapá tiveram faltas na Câmara.

Roberto Góes (PDT) foi o deputado federal do Amapá que mais faltou às sessões realizadas no plenário da Câmara dos Deputados, em Brasília, ao longo do ano de 2017, com ausência em 57,1%. Das 68 faltas, 34 foram justificadas como “licença para tratamento de saúde”, 22 apontadas como “Missão Autorizada” e “Decisão da Mesa” e outras 12 não foram explicadas. Os dados constam no “Relatório de Presença em Plenário”, disponível no site do órgão.

Em uma rede social, o deputado declarou que a atividade parlamentar “vai muito além” de estar no gabinete, comissões e plenário, como a presença em “audiências nos ministérios, a liberação das emendas parlamentares, as viagens em missões oficiais e os compromissos institucionais e políticos no Estado”. Góes afirmou ainda que as ausências estão “todas devidamente justificadas” e “atendem às normas” da Câmara.

Além dele, outro parlamentar que tem um número alto de faltas no plenário é Vinícius Gurgel (PR). Com 42% de faltas, ele não compareceu a 50 sessões este ano, sendo 33 justificadas por licença de saúde, 4 por decisão da mesa, e 13 sem explicações.

Em entrevista concedida ao Bom Dia Brasil, Gurgel alegou que tem trabalho voltado para a busca de emendas parlamentares para garantir uma parcela do orçamento federal para o Amapá.

“Aqui não é só trabalho parlamentar, não é só votar. Nosso trabalho é buscar emendas. Fui o deputado que mais conseguiu emendas para o meu estado. Então aqui é uma casa diversa, cada um atua numa área. Eu sou um deputado municipalista. Estou aqui em Brasília para buscar recursos para o meu estado. Eu trabalho nos ministérios, conseguindo recursos”, disse, ao repórter Chico Regueira.

Foram realizadas este ano 119 sessões deliberativas entre 2 de fevereiro e 19 de dezembro. Na outra ponta, aparecem os deputados Professora Marcivânia (PCdoB), 7,6% de faltas e André Abdon (PP), com 5,1%. Todos os deputados do Amapá tiveram ausências registradas no plenário da Câmara. Deles, somente o deputado Cabuçu Borges (PMDB) aparece com todas as ausências justificadas.

Cabuçu declarou, por meio de nota, que ""tem ausências justificadas por viagens oficiais, como representante da Câmara dos Deputados e suas comissões"". Ele afirmou ainda que, como faz parte do Parlamento Latino Americano (Parlatino) e União Interparlamentar (UIP), ""tem compromissos parlamentares que estão além do ambiente da Câmara dos Deputados"", como viagens para representar o país em encontros no exterior.

O G1 entrou em contato com as equipes dos deputados do Amapá e aguarda retorno."
